player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,targets,2-pt,fl,def_td,fan_pts,punt_td,kick_td

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Cooper Helfet, SeaTE",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Hrapmann, MiaK",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Bostick, MinTE",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tanney, TenQB",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamont Bryant, CarWR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Gordon, CleWRSSPD",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Lance Lewis, NOWR",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Demps, IndRB",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ifeanyi Momah*, AriWRIR",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sederrik Cunningham, GBWR",SD,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cordarrelle Patterson, MinWR",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Dobson, NEWR",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marquise Goodwin*, BufWRIR",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jordan Reed, WshTEQ",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geno Smith, NYJQB",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Markus Wheaton, PitWR",Ari,W 25-13,0/0,0,0,0,0,0,0,1,8,0,2,0,0,0,0
"Charles Johnson, MinWRP",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Griffin*, HouTEIR",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"D.C. Jefferson*, CarTEIR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Nassib, NYGQB",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sean Renfree, AtlQB",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B.J. Daniels, SeaQB, WR",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Dorsey, GBWR",SD,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Williams, NETE",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kenjon Barner, PhiRB",NYG,W 27-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johnathan Franklin, GBRB",SD,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Cox, NYGRB",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zac Dysert, ChiQB",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Wilson, CinQB",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Mellette, BalWR",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Barkley, AriQB",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mike Gillislee, MiaRB",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rex Burkhead, CinRB",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tommy Bohanon, NYJRB",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stepfan Taylor, AriRB",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cobi Hamilton, MiaWR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Boyce*, NEWRIR",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alan Bonner, HouWR",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Harper, NYGWR",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Brown, BufWR",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcus Lattimore*, SFRBO",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brad Sorensen, SDQB",@GB,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jawan Jamison, PitRB",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Spencer Ware, KCRB",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ace Sanders, JaxWRSSPD",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kerwynn Williams, AriRB",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jasper Collins, CinWR",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kendall Gaskins, SFRB",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Steven Miller, DetRB",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keavon Milton, SeaTE",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lamaar Thomas, JaxWR",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Ford, AtlRB",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mark Harrison, KCWR",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Otten, MinTE",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Da'Rick Rogers, KCWR",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Scott, CinQB",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Jaron Brown, AriWR",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"Darius Johnson, AtlWR",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Javone Lawson, AriWR",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Miguel Maysonet, PitRB",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Pantale, ChiTE",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Smith, BufRBQ",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ryan Spadola, AriWR",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matthew Tucker*, PhiRBIR",NYG,W 27-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Tuel, JaxQB",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ronnie Wingo Jr., AtlRB",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Conner Vernon, DetWR",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Bray*, KCQBO",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Williams, MiaTE",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quinn Sharp, CinK",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MarQueis Gray*, BufTEIR",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Joseph Fauria, AriTE",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skye Dawson, DetWR",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dan Moore*, IndRBO",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Furstenburg, BalTE",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zach Line, MinRB",KC,W 16-10,0/0,0,0,0,0,0,0,1,3,0,1,0,0,0,0
"Chad Bumphis, JaxWR",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodney Smith, CleWR",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kenbrell Thompkins, NYJWR",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quentin Hines, NERB",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zach Sudfeld*, NYJTEIR",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Zordich, NORB",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Debniak, SFRB",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"George Winn, DetRB",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jake Stoneburner, MiaTE",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennis Johnson, HouRB",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cierre Wood*, BufRBIR",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ray Graham, HouRB",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alec Lemon, BalWR",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jack Doyle, IndTE",NE,L 27-34,0/0,0,0,0,0,0,0,2,7,0,2,0,0,0,0
"Greg Jenkins*, JaxWRIR",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"R.J. Webb, CarWR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maikon Bonani, TenK",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Myles White, NYGWR",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Marlon Brown, BalWR",@SF,L 20-25,0/0,0,0,0,0,0,0,1,9,0,4,0,0,0,0
"Kelvin Benjamin*, CarWRIR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Ebron, DetTEP",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johnny Manziel, CleQBP",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dri Archer, PitRB",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jimmy Garoppolo, NEQB",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C.J. Fiedorowicz, HouTE",@Jax,W 31-20,0/0,0,0,0,0,0,0,1,8,0,2,0,0,0,0
"Paul Richardson*, SeaWRO",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jerick McKinnon, MinRB",KC,W 16-10,0/0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"Terrance West, TenRB",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marqise Lee*, JaxWRO",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jace Amaro*, NYJTEIR",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Cody Latimer, DenWR",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Davante Adams, GBWRQ",SD,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrett Gilbert, DetQB",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AJ McCarron, CinQB",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shaquelle Evans, NYJWR",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tajh Boyd, PitQB",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Logan Thomas, MiaQB",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Fales, ChiQB",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Gallon, NEWR",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jared Abbrederis, GBWR",SD,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler Gaffney*, NERBIR",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Norwood, CarWR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Storm Johnson, JaxRB",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Williams, NYGRB",@Phi,L 7-27,0/0,0,0,0,5,6,0,0,0,0,0,0,0,0,0
"James White, NERB",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Keith Wenning, CinQB",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jalen Saunders, NEWR",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ka'Deem Carey, ChiRB",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tom Savage*, HouQBIR",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"De'Anthony Thomas, KCRB, WR",@Min,L 10-16,0/0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
"Bruce Ellington, SFWRP",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lorenzo Taliaferro*, BalRBIR",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marion Grice, AriRBQ",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron Murray, KCQB",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carey Spear, CleK",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alfred Blue, HouRBP",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Damien Williams, MiaRB",@Ten,W 38-10,0/0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
"Corey Washington, NYGWRQ",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Juwan Thompson, DenRBQ",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kapri Bibbs, DenRB",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brandon Coleman, NOWR",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Marcus Harris*, NYGWRIR",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arthur Lynch, NYJTE",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Campanaro*, BalWRIR",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tevin Reese, CinWR",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Henry Josey, MinRB",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erik Lora, JaxWR",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darrin Reaves, KCRB",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brenton Bersin, CarWR",@Sea,W 27-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Silas Redd*, WshRBIR",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mitch Ewald, DenK",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cody Parkey*, PhiKIR",NYG,W 27-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Harold Hoskins, SeaTE",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kasey Redfern, JaxK",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Taylor Gabriel, CleWR",Den,L 23-26,0/0,0,0,0,0,0,0,1,5,0,2,0,0,0,0
"Adam Thielen, MinWR",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Frankie Hammond, KCWR",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LaDarius Perkins, PitRB",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Austin Johnson, NORB",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darren Fells*, AriTEO",@Pit,L 13-25,0/0,0,0,0,0,0,0,1,9,0,2,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Chuck Jacobs, SFWR",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jay Prosch, HouRB",@Jax,W 31-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"James Wright*, CinWRIR",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Isaiah Burse, DenWR",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trey Burton, PhiTE",NYG,W 27-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Butler, BalWR",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Damian Copeland, JaxWR",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reggie Jordan, JaxTE",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jonathan Krause*, NEWRIR",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Stewart, TenWR",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Ward, CinWR",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nathan Slaughter, JaxWR",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jerry Rice Jr., WshWR",@NYJ,L 20-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matt Blanchard, GBQB",SD,W 27-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Orleans Darkwa, NYGRB",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Senorise Perry*, ChiRBIR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenn Winston*, CleRBO",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zurlon Tipton, IndRB",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy Cruse, MinWR",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solomon Patton, DenWR",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fitzgerald Toussaint, BalRB",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Julian Talley, NYGWR",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcel Jensen, DenTE",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Asante Cleveland, NETE",@Ind,W 34-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nic Jacobs, JaxTE",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Williams, ChiWR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Freddie Martino, PhiWR",NYG,W 27-7,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blake Annen, ChiTE",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RaShaun Allen, SeaTE",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Josh Harris, PitRB",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Connor Shaw*, CleQBIR",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeremy Kelley, ChiWR",@Det,L 34-37,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brelan Chancellor, SDWR",@GB,L 20-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryn Renner, BalQB",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Terrance Cobb, JaxRB",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kevin Smith, SeaWR",Car,L 23-27,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Furney, NYJK",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryce Petty, NYJQB",Wsh,W 34-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Johnson, AriRB",@Pit,L 13-25,0/0,0,0,0,3,9,0,1,8,0,1,0,0,0,0
"MyCole Pruitt, MinTE",KC,W 16-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DiAndre Campbell, SFWR",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randall Telfer*, CleTEO",Den,L 23-26,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trevor Siemian, DenQB",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Sinz, IndTE",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gerald Christian*, AriTEIR",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Issac Blakeney, SFWR",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Geremy Davis, NYGWR",@Phi,L 7-27,0/0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Da'Ron Brown, KCWR",@Min,L 10-16,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Neal Sterling, JaxWR",Hou,L 20-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marcus Murphy, NORB",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,TAR,2PC,FUML,TD,PTS
"Blake Bell, SFTE",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ezell Ruffin, IndWR",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dres Anderson*, SFWRIR",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Michael Burton, DetRB",Chi,W 37-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tony Lippett, MiaWR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Keith Mumphery, HouWR",@Jax,W 31-20,0/0,0,0,0,0,0,0,2,8,0,4,0,0,0,0
"J.J. Nelson, AriWR",@Pit,L 13-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jalston Fowler, TenRB",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DeAndrew White, SFWR",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malcolm Johnson, CleTE",Den,L 23-26,0/0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Dylan Thompson, SFQB",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bryan Bennett, IndQB",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Justin Hardy, AtlWR",@NO,L 21-31,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tyler McDonald, MiaWR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darius Davis, SFWR",Bal,W 25-20,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chris Manhertz, NOTE",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tre McBride, TenWR",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dezmin Lewis, BufWR",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jay Ajayi*, MiaRBIR",@Ten,W 38-10,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Corey Knox, BufRB",Cin,L 21-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quan Bray, IndRB",NE,L 27-34,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sammie Coates, PitWR",Ari,W 25-13,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C.J. Uzomah, CinTE",@Buf,W 34-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nick Boyle, BalTE",@SF,L 20-25,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garrett Grayson, NOQB",Atl,W 31-21,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Cobb*, TenRBIR",Mia,L 10-38,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jeff Heuerman*, DenTEIR",@Cle,W 26-23,0/0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
