player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,punt_td,kick_td,fl,2-pt

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Anthony McCoy, WshTE",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Andrew Quarless*, GBTEIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Joe Webb, CarQB",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Kyle Williams*, DenWRIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Seyi Ajirotutu, PhiWR",@Car,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Richie Brockel*, CarTEIR",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Victor Cruz*, NYGWRO",Dal,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Marlon Moore, CleWRQ",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"David Nelson*, PitWRIR",@KC,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"James Develin*, NERBIR",NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"A.J. Green, CinWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Lance Kendricks, StLTEQ",Cle,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Rob Housler*, CleTEO",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Andy Dalton, CinQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Greg Little, CinWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Stevan Ridley*, NYJRBO",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Randall Cobb, GBWRP",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Ricky Stanzi, NYGQB",Dal,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Virgil Green, DenTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Luke Stocker, TBTEP",@Wsh,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Bilal Powell*, NYJRBO",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Niles Paul*, WshTEIR",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Tyrod Taylor*, BufQBO",@Jax,Sun 9:30 AM,0/0,0,0,0,0,0,0,0,0,0,0
"Jordan Todman, PitRB",@KC,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Jacquizz Rodgers*, ChiRBIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Richard Gordon, DenTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Armon Binns, KCWR",Pit,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Robert Hughes, AriRB",Bal,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Scott Tolzien, GBQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Allen Reisner*, BalTEIR",@Ari,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Konrad Reuland, BalTE",@Ari,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Will Johnson, PitRB",@KC,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Robert Griffin, WshQB",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Brock Osweiler, DenQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Kellen Moore, DalQB",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Ronnie Hillman, DenRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Justin Blackmon, JaxWRSSPD",Buf,Sun 9:30 AM,0/0,0,0,0,0,0,0,0,0,0,0
"Stephen Hill*, CarWRIR",Phi,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Alshon Jeffery, ChiWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"T.J. Graham, NOWR",@Ind,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Nick Toon, NOWRQ",@Ind,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Mohamed Sanu, CinWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Marvin Jones, CinWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Daryl Richardson, NYJRB",@NE,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Collin Mooney*, AtlRBIR",@Ten,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Austin Davis, CleQB",@StL,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Nathan Palmer, DenWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Brian Tyms*, NEWRIR",NYJ,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Phillip Supernaw, TenTE",Atl,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Joe Banyard, JaxRB",Buf,Sun 9:30 AM,0/0,0,0,0,0,0,0,0,0,0,0
"G.J. Kinne, PhiQB",@Car,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Derrick Coleman*, SeaRBO",@SF,W 20-3,0/0,0,0,0,0,0,0,0,0,0,0
"Lance Dunbar*, DalRBIR",@NYG,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Dominique Jones, DenTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Rod Streater, OakWR",@SD,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Matt Simms, BufQB",@Jax,Sun 9:30 AM,0/0,0,0,0,0,0,0,0,0,0,0
"Deonte Thompson, BufWRQ",@Jax,Sun 9:30 AM,0/0,0,0,0,0,0,0,0,0,0,0
