,player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td
157,Wes Welker ,CIN,#14,154,60,0.0,0.0,0.0,0.0,0.0,0.0,3.12,31.32,0.03,6.43,4.87,$5100,0.95,6.43,$3000,2.14,4.87,$43900,0.11,6.43,$6000,1.07,4.87,$4150,1.17,6.43,$3100,2.07,6.43,$2200,2.92,4.87,$3600,1.35,4.87,$10,487.0,,,,
158,Marques Colston ,HOU,#11,155,61,0.0,0.0,0.0,0.0,0.0,0.0,2.44,30.49,0.15,6.37,5.15,$5200,0.99,6.38,$3300,1.93,5.15,$51400,0.1,6.37,$7800,0.82,5.15,$4000,1.29,6.38,$3000,2.13,6.39,$3000,2.13,5.16,$3600,1.43,5.15,$16,321.88,,,,
159,Zach Miller ,GB,#21,156,24,0.0,0.0,0.0,0.0,0.0,0.0,2.16,27.72,0.24,6.37,5.29,$5100,1.04,6.37,$2900,2.2,5.29,$50500,0.1,6.37,$6000,1.06,5.29,$3800,1.39,6.37,$3000,2.12,6.37,$2800,2.28,5.29,$2700,1.96,5.29,$11,480.91,,,,
160,Jared Cook ,CIN,#14,157,25,0.0,0.0,0.0,0.0,0.0,0.0,2.39,24.98,0.24,6.25,5.05,$4700,1.07,6.29,$2700,2.33,5.05,$41100,0.12,6.25,$6000,1.04,5.05,$4100,1.23,6.29,$3100,2.03,6.33,$2300,2.75,5.09,$2100,2.42,5.05,$10,505.0,,,,
161,Owen Daniels ,NE,#13,158,26,0.0,0.0,0.0,0.0,0.0,0.0,2.61,29.15,0.11,6.19,4.88,$5200,0.94,6.19,$2900,2.13,4.88,$57500,0.08,6.19,$7150,0.87,4.88,$4000,1.22,6.19,$3000,2.06,6.19,$3100,2.0,4.88,$2100,2.32,4.88,$10,488.0,,,,
162,Torrey Smith ,ARI,#6,159,62,0.0,0.0,0.0,0.0,0.0,0.0,1.79,25.51,0.31,6.16,5.27,$5500,0.96,6.18,$3200,1.93,5.27,$51300,0.1,6.16,$6000,1.03,5.27,$4100,1.29,6.18,$3100,1.99,6.2,$2800,2.21,5.29,$3600,1.47,5.27,$14,376.43,,,,
163,Coby Fleener ,TB,#17,160,27,0.7,0.02,0.0,0.0,0.0,0.0,2.49,22.69,0.22,6.15,4.9,$5100,0.96,6.17,$3000,2.06,4.9,$54700,0.09,6.15,$6900,0.89,4.91,$3900,1.26,6.17,$3300,1.87,6.19,$3800,1.63,4.92,$2700,1.82,4.9,$15,326.67,,,,
164,Andre Ellington ,SF,#30,161,42,-0.03,0.0,0.0,4.32,24.58,0.2,1.17,9.32,0.05,6.06,5.47,$5400,1.01,6.06,$3500,1.73,5.47,$51400,0.11,6.06,$7600,0.8,5.47,$4500,1.22,6.06,$3200,1.89,6.06,$4700,1.29,5.47,$3500,1.56,5.47,$15,364.67,,,,
165,Brian Hartline ,BAL,#15,162,63,0.0,0.0,0.0,0.0,0.0,0.0,1.91,25.9,0.21,5.8,4.85,$5100,0.95,5.81,$3400,1.71,4.85,$50200,0.1,5.8,$6000,0.97,4.85,$3850,1.26,5.81,$3000,1.94,5.82,$2000,2.91,4.86,$3000,1.62,4.85,$15,323.33,,,,
166,Kyle Rudolph ,ATL,#20,163,28,0.0,0.0,0.0,0.0,0.0,0.0,2.47,21.57,0.2,5.79,4.55,$5000,0.91,5.81,$3400,1.71,4.55,$67300,0.07,5.79,$6400,0.9,4.55,$4000,1.14,5.81,$3100,1.87,5.83,$3700,1.58,4.57,$2800,1.63,4.55,$11,413.64,,,,
167,Mychal Rivera ,TEN,#12,164,29,0.0,0.0,0.0,0.0,0.0,0.0,2.15,19.49,0.28,5.78,4.7,$4600,1.02,5.8,$2500,2.32,4.7,$30000,0.16,5.78,$6000,0.96,4.7,$3600,1.31,5.8,$3100,1.87,5.82,$1700,3.42,4.72,$2100,2.25,4.7,$10,470.0,,,,
168,Tyler Lockett ,PIT,#8,165,64,0.0,0.0,0.0,0.02,0.18,0.0,1.92,23.62,0.25,5.78,4.82,$5600,0.86,5.79,$3000,1.93,4.82,$53900,0.09,5.78,$6000,0.96,4.82,$4250,1.13,5.79,$3200,1.81,5.8,$2000,2.9,4.83,$3600,1.34,4.82,$13,370.77,,,,
169,Dexter McCluster ,OAK,#31,166,43,0.39,0.0,0.0,4.88,19.0,0.07,1.85,14.26,0.04,5.75,4.83,$4800,1.01,5.81,$3200,1.82,4.83,$52200,0.09,5.75,$6000,0.96,4.83,$3800,1.27,5.81,$3200,1.82,5.88,$2500,2.35,4.89,$3500,1.4,4.83,$14,345.0,,,,
170,Chris Thompson ,NYG,#23,167,44,0.27,0.02,0.0,1.79,8.43,0.09,2.46,16.37,0.02,5.73,4.5,$4900,0.92,5.73,$3200,1.79,4.5,$49900,0.09,5.73,$6000,0.96,4.5,$3900,1.15,5.73,$3200,1.79,5.73,$2000,2.87,4.5,$3100,1.45,4.5,$10,450.0,,,,
171,Keshawn Martin ,DEN,#2,168,65,1.5,0.06,0.0,0.0,0.0,0.0,1.86,32.1,0.06,5.73,4.8,$4900,0.98,5.73,$3000,1.91,4.8,$34800,0.14,5.73,$6000,0.96,4.82,$3000,1.61,5.73,$3000,1.91,5.75,$2000,2.88,4.8,$3500,1.37,4.8,$10,480.0,,,,
172,Kenny Britt ,CIN,#14,168,65,0.0,0.0,0.0,0.0,0.0,0.0,1.89,27.21,0.18,5.73,4.79,$5200,0.92,5.73,$3200,1.79,4.79,$43700,0.11,5.73,$6000,0.96,4.79,$3850,1.24,5.73,$3100,1.85,5.73,$2000,2.87,4.79,$3600,1.33,4.79,$10,479.0,,,,
173,Jay Ajayi ,NYJ,#5,169,45,0.0,0.0,0.0,4.16,20.14,0.16,1.4,11.26,0.02,5.58,4.88,$5100,0.96,5.6,$3300,1.7,4.88,$35000,0.14,5.58,$6000,0.93,4.88,$3500,1.39,5.6,$3000,1.87,5.62,$2400,2.34,4.9,$3500,1.4,4.88,$11,443.64,,,,
174,Dwayne Harris ,WSH,#18,170,66,0.0,0.0,0.0,0.03,-0.06,0.0,1.93,28.66,0.13,5.53,4.57,$5300,0.86,5.56,$3800,1.46,4.57,$62700,0.07,5.53,$6000,0.92,4.57,$4200,1.09,5.56,$3000,1.85,5.59,$3100,1.8,4.6,$3600,1.28,4.57,$16,285.63,,,,
175,Brian Quick ,CIN,#14,171,67,0.0,0.0,0.0,0.0,0.0,0.0,1.98,24.38,0.17,5.48,4.49,$4500,1.0,5.48,$3000,1.83,4.49,$31000,0.14,5.48,$6000,0.91,4.49,$3800,1.18,5.48,$3000,1.83,5.48,$2000,2.74,4.49,$3600,1.25,4.49,$10,449.0,,,,
176,Case Keenum ,CIN,#14,172,31,104.68,0.54,0.46,1.08,2.77,0.02,0.0,0.0,0.0,5.46,5.92,$5800,1.02,6.15,$5000,1.23,5.46,$99100,0.06,5.92,$10000,0.59,6.51,$5000,1.3,6.15,$4800,1.28,7.43,$4500,1.65,6.15,$5200,1.18,5.92,$21,281.9,,,,
177,Mohamed Sanu ,STL,#1,173,68,0.0,0.0,0.0,0.06,-0.16,0.0,2.06,27.52,0.1,5.4,4.37,$5100,0.86,5.41,$3000,1.8,4.37,$41800,0.1,5.4,$6000,0.9,4.37,$4000,1.09,5.41,$3100,1.75,5.42,$2000,2.71,4.38,$3500,1.25,4.37,$11,397.27,,,,
178,Matt Jones ,NYG,#23,174,46,0.0,0.0,0.0,5.44,20.64,0.09,1.23,12.71,0.06,5.35,4.73,$5900,0.8,5.41,$3900,1.39,4.73,$71200,0.07,5.35,$7950,0.67,4.73,$4300,1.1,5.41,$3300,1.64,5.47,$4100,1.33,4.79,$3800,1.26,4.73,$19,248.95,,,,
179,Joique Bell ,PHI,#10,175,47,0.0,0.0,0.0,5.93,21.08,0.09,1.5,11.87,0.03,5.32,4.57,$5200,0.88,5.42,$3300,1.64,4.57,$49300,0.09,5.32,$6550,0.81,4.57,$4000,1.14,5.42,$3300,1.64,5.52,$2100,2.63,4.67,$4000,1.17,4.57,$11,415.45,,,,
180,Chris Hogan ,KC,#7,176,69,0.39,0.02,0.0,0.0,0.0,0.0,2.02,24.09,0.13,5.32,4.31,$4900,0.88,5.32,$3200,1.66,4.31,$51700,0.08,5.32,$6000,0.89,4.32,$3900,1.11,5.32,$3000,1.77,5.33,$2000,2.67,4.31,$3000,1.44,4.31,$13,331.54,,,,
181,Andre Johnson ,TB,#17,177,70,0.0,0.0,0.0,0.0,0.0,0.0,1.87,23.31,0.18,5.3,4.37,$5300,0.82,5.3,$3400,1.56,4.37,$52700,0.08,5.3,$7250,0.73,4.37,$4150,1.05,5.3,$3300,1.61,5.3,$3000,1.77,4.37,$3600,1.21,4.37,$14,312.14,,,,
182,Albert Wilson ,BUF,#9,178,71,0.0,0.0,0.0,0.0,0.0,0.0,2.09,25.15,0.1,5.27,4.22,$4800,0.88,5.27,$3100,1.7,4.22,$42400,0.1,5.27,$7050,0.75,4.22,$4000,1.06,5.27,$3000,1.76,5.27,$2000,2.64,4.22,$3000,1.41,4.22,$12,351.67,,,,
183,Bilal Powell ,MIA,#27,179,48,0.26,0.0,0.0,3.89,14.63,0.04,1.87,13.67,0.05,5.25,4.32,$5300,0.82,5.25,$3300,1.59,4.32,$54700,0.08,5.25,$6950,0.76,4.32,$4200,1.03,5.25,$3100,1.69,5.25,$2600,2.02,4.32,$3100,1.39,4.32,$11,392.73,,,,
184,Isaiah Crowell ,BAL,#15,180,49,0.0,0.0,0.0,6.11,18.51,0.09,1.25,13.35,0.07,5.24,4.61,$5400,0.85,5.32,$3200,1.66,4.61,$46000,0.1,5.24,$6000,0.87,4.61,$4000,1.15,5.32,$3000,1.77,5.4,$2400,2.25,4.69,$4000,1.17,4.61,$11,419.09,,,,
185,Bennie Fowler ,NE,#13,181,72,0.0,0.0,0.0,0.0,0.0,0.0,2.04,23.72,0.13,5.19,4.17,$4600,0.91,5.19,$3000,1.73,4.17,$30000,0.14,5.19,$6000,0.87,4.17,$3800,1.1,5.19,$3000,1.73,5.19,$2000,2.6,4.17,$3500,1.19,4.17,$10,417.0,,,,
186,Dontrelle Inman ,JAC,#24,182,73,0.0,0.0,0.0,0.0,0.0,0.0,1.53,25.96,0.17,5.15,4.38,$4900,0.89,5.15,$3000,1.72,4.38,$36500,0.12,5.15,$6000,0.86,4.38,$4200,1.04,5.15,$3300,1.56,5.15,$2200,2.34,4.38,$3600,1.22,4.38,$13,336.92,,,,
187,C.J. Anderson ,NE,#13,183,50,0.0,0.0,0.0,7.5,27.06,0.15,0.96,4.88,0.04,5.11,4.63,$5800,0.8,5.22,$3500,1.49,4.63,$60000,0.08,5.11,$8850,0.58,4.63,$4400,1.05,5.22,$3200,1.63,5.33,$3000,1.78,4.74,$3500,1.35,4.63,$15,308.67,,,,
188,Nelson Agholor ,DET,#26,184,74,0.0,0.0,0.0,0.0,0.0,0.0,2.26,24.28,0.05,5.09,3.96,$4800,0.83,5.0,$3200,1.56,3.84,$30000,0.13,5.09,$6000,0.85,3.96,$3900,1.02,5.12,$3000,1.71,5.15,$2000,2.58,3.99,$3600,1.11,3.96,$10,396.0,,,,
189,Josh Huff ,DET,#26,185,75,0.0,0.0,0.0,0.0,0.0,0.0,2.25,22.38,0.1,5.03,3.9,$5000,0.78,5.06,$3100,1.63,3.9,$49000,0.08,5.03,$6000,0.84,3.9,$3900,1.0,5.06,$3000,1.69,5.09,$3700,1.38,3.93,$3000,1.31,3.9,$10,390.0,,,,
190,Ladarius Green ,JAC,#24,186,30,0.0,0.0,0.0,0.0,0.0,0.0,1.72,22.32,0.17,4.97,4.11,$5000,0.82,4.97,$3000,1.66,4.11,$58800,0.07,4.97,$8100,0.61,4.11,$3950,1.04,4.97,$3000,1.66,4.97,$2900,1.71,4.11,$2600,1.58,4.11,$13,316.15,,,,
191,Mike Wallace ,ATL,#20,187,76,0.0,0.0,0.0,0.08,0.27,0.0,2.18,23.1,0.08,4.96,3.87,$5100,0.76,4.98,$3300,1.51,3.87,$39300,0.1,4.96,$6000,0.83,3.87,$4000,0.97,4.98,$3200,1.56,5.0,$2000,2.5,3.89,$3600,1.08,3.87,$11,351.82,,,,
192,Alfred Morris ,NYG,#23,188,51,0.0,0.0,0.0,7.59,27.49,0.14,0.83,4.35,0.03,4.91,4.5,$5100,0.88,4.97,$3800,1.31,4.5,$37800,0.12,4.91,$6700,0.73,4.5,$4200,1.07,4.97,$3100,1.6,5.03,$4300,1.17,4.56,$4000,1.14,4.5,$12,375.0,,,,
193,Jeremy Kerley ,MIA,#27,189,77,0.0,0.0,0.0,0.0,0.0,0.0,1.78,19.75,0.18,4.9,4.01,$4500,0.89,4.84,$3000,1.61,3.95,$30300,0.13,4.9,$6000,0.82,4.01,$3700,1.08,4.9,$3000,1.63,4.9,$2000,2.45,4.01,$2600,1.54,4.01,$10,401.0,,,,
194,Kenny Stills ,NYJ,#5,190,78,0.0,0.0,0.0,0.0,0.0,0.0,1.61,26.07,0.11,4.88,4.07,$4800,0.85,4.89,$3300,1.48,4.07,$57600,0.07,4.88,$6450,0.76,4.07,$4100,0.99,4.89,$3000,1.63,4.9,$2000,2.45,4.08,$3600,1.13,4.07,$13,313.08,,,,
195,Jermaine Gresham ,SF,#30,191,31,0.0,0.0,0.0,0.0,0.0,0.0,1.51,21.9,0.17,4.72,3.97,$4500,0.88,4.72,$2500,1.89,3.97,$36300,0.11,4.72,$6000,0.79,3.97,$3700,1.07,4.72,$3000,1.57,4.72,$1700,2.78,3.97,$2100,1.89,3.97,$10,397.0,,,,
196,Harry Douglas ,OAK,#31,192,79,0.0,0.0,0.0,0.03,0.1,0.0,1.83,22.65,0.1,4.71,3.79,$5300,0.72,4.72,$3100,1.52,3.79,$45900,0.08,4.71,$6000,0.79,3.79,$3800,1.0,4.72,$3200,1.48,4.73,$2200,2.15,3.8,$3600,1.06,3.79,$12,315.83,,,,
197,Cameron Brate ,IND,#19,193,32,0.0,0.0,0.0,0.0,0.0,0.0,1.13,13.38,0.37,4.69,4.12,$4600,0.9,4.71,$2500,1.88,4.12,$44900,0.09,4.69,$6000,0.78,4.12,$3500,1.18,4.71,$3000,1.57,4.73,$1700,2.78,4.14,$0,0.0,4.12,$10,412.0,,,,
198,Orleans Darkwa ,WSH,#18,194,52,0.0,0.0,0.0,4.84,22.12,0.22,0.77,4.13,0.0,4.68,4.29,$5000,0.86,4.7,$3000,1.57,4.29,$35000,0.12,4.68,$6000,0.78,4.29,$3700,1.16,4.7,$3000,1.57,4.72,$2000,2.36,4.31,$2100,2.05,4.29,$10,429.0,,,,
199,Anthony Fasano ,OAK,#31,195,33,0.0,0.0,0.0,0.0,0.0,0.0,1.63,19.37,0.18,4.65,3.83,$4500,0.85,4.65,$2500,1.86,3.83,$42200,0.09,4.65,$6000,0.78,3.83,$3600,1.06,4.65,$3000,1.55,4.65,$2000,2.33,3.83,$2000,1.92,3.83,$10,383.0,,,,
200,Brandon Myers ,IND,#19,196,34,0.0,0.0,0.0,0.0,0.0,0.0,2.06,17.35,0.13,4.62,3.59,$4600,0.78,4.64,$2500,1.86,3.59,$30000,0.12,4.62,$6000,0.77,3.59,$3500,1.03,4.64,$3000,1.55,4.66,$1700,2.74,3.61,$2000,1.81,3.59,$10,359.0,,,,
201,Chris Givens ,CLE,#28,197,80,0.0,0.0,0.0,0.07,0.51,0.0,1.94,23.73,0.04,4.6,3.63,$4500,0.81,4.6,$3400,1.35,3.63,$51500,0.07,4.6,$6000,0.77,3.63,$3800,0.96,4.6,$3200,1.44,4.6,$2000,2.3,3.63,$3700,0.98,3.63,$14,259.29,,,,
202,Riley Cooper ,DET,#26,198,81,0.0,0.0,0.0,0.0,0.0,0.0,1.28,19.83,0.22,4.58,3.94,$5200,0.76,4.59,$3000,1.53,3.94,$33300,0.12,4.58,$6500,0.7,3.94,$3800,1.04,4.59,$3000,1.53,4.6,$2000,2.3,3.95,$3000,1.32,3.94,$13,303.08,,,,
203,Chris Polk ,NO,#32,199,53,0.0,0.0,0.0,4.38,16.96,0.1,1.23,8.79,0.02,4.57,3.95,$4900,0.81,4.57,$3200,1.43,3.95,$35000,0.11,4.57,$7100,0.64,3.95,$4000,0.99,4.57,$3000,1.52,4.57,$2500,1.83,3.95,$3100,1.27,3.95,$10,395.0,,,,
204,Jerricho Cotchery ,DAL,#22,200,82,1.36,0.0,0.0,0.0,0.0,0.0,1.45,20.38,0.16,4.48,3.76,$4800,0.78,4.49,$3100,1.45,3.76,$42700,0.09,4.48,$6000,0.75,3.77,$4000,0.94,4.49,$3100,1.45,4.52,$2000,2.26,3.77,$3500,1.08,3.76,$10,376.0,,,,
205,Roddy White ,MIN,#16,201,83,0.0,0.0,0.0,0.0,0.0,0.0,1.87,20.92,0.08,4.46,3.53,$5200,0.68,4.46,$3400,1.31,3.53,$51700,0.07,4.46,$6150,0.73,3.53,$4200,0.84,4.46,$3200,1.39,4.46,$2000,2.23,3.53,$3600,0.98,3.53,$12,294.17,,,,
206,Will Tye ,WSH,#18,202,35,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.28,0.08,4.41,3.41,$4900,0.7,4.41,$2500,1.76,3.41,$30900,0.11,4.41,$6000,0.74,3.41,$3000,1.14,4.41,$3000,1.47,4.41,$1700,2.59,3.41,$2600,1.31,3.41,$10,341.0,,,,
207,Nick Foles ,CIN,#14,203,32,102.72,0.32,0.8,2.56,9.28,0.0,0.0,0.0,0.0,4.4,5.2,$6300,0.83,5.36,$5000,1.07,4.4,$102700,0.04,5.2,$10000,0.52,5.42,$5000,1.08,5.36,$3000,1.79,6.54,$4600,1.42,5.36,$4800,1.12,5.2,$21,247.62,,,,
208,David Cobb ,OAK,#31,204,54,5.47,0.1,0.0,4.11,14.91,0.0,1.41,12.49,0.0,4.37,3.66,$4900,0.75,4.57,$3400,1.34,3.66,$35000,0.1,4.37,$6000,0.73,3.72,$3600,1.03,4.57,$3000,1.52,4.82,$2300,2.1,3.86,$2100,1.84,3.66,$11,332.73,,,,
209,Brandon Tate ,STL,#1,205,84,0.24,0.0,0.0,0.0,0.0,0.0,1.48,19.11,0.16,4.36,3.62,$4700,0.77,4.36,$3000,1.45,3.62,$30000,0.12,4.36,$6000,0.73,3.62,$3550,1.02,4.36,$3000,1.45,4.36,$2000,2.18,3.62,$2500,1.45,3.62,$10,362.0,,,,
210,Cole Beasley ,CAR,#3,206,85,0.0,0.0,0.0,0.0,0.0,0.0,2.06,19.48,0.06,4.35,3.32,$5200,0.64,4.36,$3200,1.36,3.32,$52200,0.06,4.35,$6800,0.64,3.32,$4300,0.77,4.36,$3100,1.41,4.37,$2200,1.99,3.33,$3600,0.93,3.32,$13,255.38,,,,
211,Ryan Grant ,NYG,#23,207,86,0.0,0.0,0.0,0.0,0.0,0.0,1.62,20.76,0.1,4.28,3.47,$4600,0.75,4.29,$3000,1.43,3.47,$37300,0.09,4.28,$6000,0.71,3.47,$3700,0.94,4.29,$3000,1.43,4.3,$2000,2.15,3.48,$2500,1.39,3.47,$10,347.0,,,,
212,Devin Street ,CAR,#3,208,87,0.0,0.0,0.0,0.0,0.0,0.0,1.26,23.09,0.1,4.17,3.54,$4900,0.72,4.17,$3000,1.39,3.54,$30000,0.12,4.17,$6000,0.7,3.54,$3800,0.93,4.17,$3000,1.39,4.17,$2000,2.09,3.54,$3000,1.18,3.54,$10,354.0,,,,
213,James White ,DEN,#2,209,55,0.0,0.0,0.0,4.31,18.58,0.03,0.94,9.44,0.05,4.16,3.69,$5100,0.72,4.19,$3000,1.4,3.69,$53900,0.07,4.16,$6000,0.69,3.69,$3500,1.05,4.19,$3100,1.35,4.22,$2800,1.51,3.72,$4000,0.93,3.69,$12,307.5,,,,
214,Lance Moore ,PHI,#10,210,88,0.0,0.0,0.0,0.0,0.0,0.0,1.88,20.18,0.04,4.16,3.22,$5000,0.64,4.16,$3000,1.39,3.22,$73600,0.04,4.16,$6000,0.69,3.22,$3900,0.83,4.16,$3000,1.39,4.16,$2100,1.98,3.22,$3600,0.89,3.22,$14,230.0,,,,
215,Jarius Wright ,ATL,#20,211,89,0.0,0.0,0.0,0.0,0.0,0.0,1.55,20.86,0.07,4.06,3.28,$4900,0.67,4.06,$3000,1.35,3.28,$30000,0.11,4.06,$6000,0.68,3.28,$3900,0.84,4.06,$3000,1.35,4.06,$2000,2.03,3.28,$2500,1.31,3.28,$10,328.0,,,,
216,Taiwan Jones ,TEN,#12,212,56,0.0,0.0,0.0,3.07,11.18,0.08,0.87,10.39,0.09,4.05,3.61,$5000,0.72,4.06,$3000,1.35,3.61,$35000,0.1,4.05,$7100,0.57,3.61,$3900,0.93,4.06,$3000,1.35,4.07,$2000,2.04,3.62,$2600,1.39,3.61,$10,361.0,,,,
217,Derek Carrier ,NYG,#23,213,36,0.0,0.0,0.0,0.0,0.0,0.0,1.6,14.01,0.16,4.02,3.22,$4900,0.66,4.02,$2500,1.61,3.22,$30000,0.11,4.02,$6000,0.67,3.22,$3300,0.98,4.02,$3000,1.34,4.02,$1700,2.36,3.22,$2000,1.61,3.22,$10,322.0,,,,
218,Markus Wheaton ,SEA,#4,214,90,0.0,0.0,0.0,0.0,0.0,0.0,1.44,20.36,0.08,3.96,3.24,$4900,0.66,3.96,$3000,1.32,3.24,$30000,0.11,3.96,$6000,0.66,3.24,$3800,0.85,3.96,$3000,1.32,3.96,$2100,1.89,3.24,$2600,1.25,3.24,$10,324.0,,,,
219,C.J. Spiller ,HOU,#11,215,57,0.0,0.0,0.0,2.77,10.94,0.05,1.36,9.2,0.03,3.83,3.15,$5400,0.58,3.86,$3000,1.29,3.15,$50300,0.06,3.83,$7350,0.52,3.15,$4400,0.72,3.86,$3000,1.29,3.89,$2000,1.95,3.18,$3500,0.91,3.15,$16,196.88,,,,
220,Hakeem Nicks ,WSH,#18,216,91,0.0,0.0,0.0,0.0,0.0,0.0,1.44,17.91,0.09,3.79,3.07,$0,0.0,3.79,$3000,1.26,3.07,$31000,0.1,3.79,$0,0.0,3.07,$4000,0.77,3.79,$3000,1.26,3.79,$2000,1.9,3.07,$1000,3.07,3.07,$10,307.0,,,,
221,Brandon Coleman ,HOU,#11,217,92,0.0,0.0,0.0,0.0,0.0,0.0,1.26,17.93,0.11,3.69,3.06,$4800,0.64,3.7,$3000,1.23,3.06,$30300,0.1,3.69,$6000,0.62,3.06,$3900,0.78,3.7,$3000,1.23,3.71,$2000,1.86,3.07,$3000,1.02,3.06,$10,306.0,,,,
222,Troy Niklas ,SF,#30,218,37,0.0,0.0,0.0,0.0,0.0,0.0,0.77,8.59,0.32,3.57,3.18,$4500,0.71,3.57,$2500,1.43,3.18,$30100,0.11,3.57,$6000,0.6,3.18,$3000,1.06,3.57,$3000,1.19,3.57,$1700,2.1,3.18,$2000,1.59,3.18,$10,318.0,,,,
223,Taylor Gabriel ,BAL,#15,219,93,0.0,0.0,0.0,0.0,0.0,0.0,1.56,16.78,0.05,3.52,2.74,$4800,0.57,3.53,$3000,1.18,2.74,$30000,0.09,3.52,$6000,0.59,2.74,$3500,0.78,3.53,$3000,1.18,3.54,$2000,1.77,2.75,$3000,0.92,2.74,$10,274.0,,,,
224,Charles Johnson ,ATL,#20,220,94,0.0,0.0,0.0,0.0,0.0,0.0,1.35,17.24,0.07,3.49,2.82,$4800,0.59,3.49,$3000,1.16,2.82,$30000,0.09,3.49,$6000,0.58,2.82,$3500,0.81,3.49,$3000,1.16,3.49,$2000,1.75,2.82,$2600,1.08,2.82,$10,282.0,,,,
225,Clive Walford ,TEN,#12,221,38,0.0,0.0,0.0,0.0,0.0,0.0,1.13,13.08,0.17,3.46,2.89,$4700,0.61,3.46,$2500,1.38,2.89,$34100,0.08,3.46,$6000,0.58,2.89,$3700,0.78,3.46,$3000,1.15,3.46,$2500,1.38,2.89,$2000,1.45,2.89,$11,262.73,,,,
226,Jason Avant ,BUF,#9,222,95,0.0,0.0,0.0,0.0,0.0,0.0,1.69,14.92,0.04,3.4,2.56,$4500,0.57,3.41,$3000,1.14,2.56,$30000,0.09,3.4,$6000,0.57,2.56,$3700,0.69,3.41,$3000,1.14,3.42,$2000,1.71,2.57,$2000,1.29,2.56,$10,256.0,,,,
227,Keith Mumphery ,NO,#32,223,96,0.0,0.0,0.0,0.0,0.0,0.0,1.39,17.83,0.04,3.39,2.7,$4600,0.59,3.4,$3000,1.13,2.7,$30000,0.09,3.39,$6000,0.57,2.7,$3500,0.77,3.4,$3000,1.13,3.41,$2000,1.71,2.71,$2500,1.08,2.7,$10,270.0,,,,
228,Mike Tolbert ,DAL,#22,224,58,0.0,0.0,0.0,1.79,6.38,0.0,1.33,11.83,0.05,3.37,2.71,$4900,0.55,3.43,$3000,1.14,2.71,$38900,0.07,3.37,$6000,0.56,2.71,$3200,0.85,3.43,$3000,1.14,3.49,$2000,1.75,2.77,$2100,1.32,2.71,$10,271.0,,,,
229,Quinton Patton ,ARI,#6,225,97,0.0,0.0,0.0,0.0,0.0,0.0,1.26,15.86,0.07,3.27,2.64,$4500,0.59,3.27,$3000,1.09,2.64,$35000,0.08,3.27,$6000,0.55,2.64,$3500,0.75,3.27,$3000,1.09,3.27,$2000,1.64,2.64,$3000,0.88,2.64,$10,264.0,,,,
230,Maxx Williams ,CLE,#28,226,39,0.0,0.0,0.0,0.0,0.0,0.0,1.41,11.41,0.1,3.17,2.47,$4700,0.53,3.17,$2500,1.27,2.47,$38900,0.06,3.17,$6000,0.53,2.47,$3900,0.63,3.17,$3000,1.06,3.17,$2300,1.38,2.47,$2000,1.24,2.47,$10,247.0,,,,
231,Andre Holmes ,TEN,#12,227,98,0.0,0.0,0.0,0.0,0.0,0.0,0.74,15.51,0.14,3.13,2.76,$4900,0.56,3.13,$3000,1.04,2.76,$43200,0.06,3.13,$6000,0.52,2.76,$4200,0.66,3.13,$3000,1.04,3.13,$2200,1.42,2.76,$3500,0.79,2.76,$10,276.0,,,,
232,Andre Caldwell ,NE,#13,228,99,0.0,0.0,0.0,0.0,0.0,0.0,1.28,15.32,0.04,3.05,2.41,$4500,0.54,3.06,$3000,1.02,2.41,$30000,0.08,3.05,$6000,0.51,2.41,$3500,0.69,3.06,$3000,1.02,3.07,$2000,1.54,2.42,$3500,0.69,2.41,$10,241.0,,,,
233,John Kuhn ,CHI,#25,229,59,0.0,0.0,0.0,1.23,6.41,0.09,0.73,7.34,0.07,3.05,2.68,$4500,0.6,3.06,$3000,1.02,2.68,$35000,0.08,3.05,$6000,0.51,2.68,$3000,0.89,3.06,$3000,1.02,3.07,$2000,1.54,2.69,$2100,1.28,2.68,$10,268.0,,,,
234,David Johnson ,SF,#30,230,60,0.0,0.0,0.0,1.14,6.39,0.07,0.79,7.61,0.07,3.03,2.64,$4800,0.55,3.03,$3300,0.92,2.64,$61500,0.04,3.03,$6800,0.45,2.64,$4000,0.66,3.03,$3000,1.01,3.03,$2500,1.21,2.64,$2100,1.26,2.64,$10,264.0,,,,
235,Miles Austin ,DET,#26,231,100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.79,0.04,3.02,2.52,$4700,0.54,3.02,$3000,1.01,2.52,$40800,0.06,3.02,$6000,0.5,2.52,$3800,0.66,3.02,$3000,1.01,3.02,$2000,1.51,2.52,$2600,0.97,2.52,$10,252.0,,,,
236,Griff Whalen ,TB,#17,232,101,0.75,0.02,0.0,0.0,0.0,0.0,1.04,17.2,0.02,2.99,2.47,$4500,0.55,2.99,$3000,1.0,2.47,$30000,0.08,2.99,$6000,0.5,2.48,$3500,0.71,2.99,$3000,1.0,3.0,$2000,1.5,2.47,$3000,0.82,2.47,$10,247.0,,,,
