,player,opp,opp_rank,overall_rank,pos_rank,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,fanduel_pts,fanduel_cost,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,2-pt,fl,punt_td,kick_td
157,Matt Jones ,CAR,#7,155,43.0,0.0,0.0,0.0,6.37,24.65,0.09,1.09,9.03,0.08,5.38,4.83,$6100,0.79,5.43,$4000,1.36,4.83,$88300,0.05,5.38,$8750,0.61,4.83,$4500,1.07,5.43,$3300,1.65,5.48,$4100,1.34,4.88,$4400,1.11,4.83,$13,371.54,,,,
158,Mohamed Sanu ,ARI,#6,156,61.0,0.26,0.0,0.0,0.04,0.01,0.0,2.06,26.4,0.11,5.35,4.32,$5100,0.85,5.36,$3000,1.79,4.32,$45300,0.1,5.35,$6000,0.89,4.32,$4000,1.08,5.36,$3100,1.73,5.37,$2100,2.56,4.33,$3600,1.2,4.32,$13,332.31,,,,
159,Torrey Smith ,SEA,#3,157,62.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,22.68,0.26,5.29,4.54,$5500,0.83,5.31,$3600,1.48,4.54,$49700,0.09,5.29,$6850,0.77,4.54,$4200,1.08,5.31,$3200,1.66,5.33,$2800,1.9,4.56,$3600,1.27,4.54,$13,349.23,,,,
160,Albert Wilson ,SD,#28,158,63.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,25.76,0.17,5.25,4.4,$4500,0.98,5.27,$3000,1.76,4.4,$45100,0.1,5.25,$7050,0.74,4.4,$3500,1.26,5.27,$3000,1.76,5.29,$2000,2.65,4.42,$3000,1.47,4.4,$11,400.0,,,,
161,Roddy White ,IND,#20,159,64.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,26.13,0.14,5.2,4.33,$5400,0.8,5.2,$3400,1.53,4.33,$45200,0.1,5.2,$6400,0.81,4.33,$4300,1.01,5.2,$3100,1.68,5.2,$2000,2.6,4.33,$3600,1.2,4.33,$11,393.64,,,,
162,Jay Ajayi ,DAL,#22,160,44.0,0.0,0.0,0.0,3.7,24.65,0.3,0.78,1.47,0.0,5.19,4.8,$5200,0.92,5.19,$3200,1.62,4.8,$58800,0.08,5.19,$6000,0.87,4.8,$3500,1.37,5.19,$3000,1.73,5.19,$2400,2.16,4.8,$3500,1.37,4.8,$11,436.36,,,,
163,Garrett Celek ,SEA,#3,161,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,21.8,0.16,5.15,4.17,$4800,0.87,5.15,$2500,2.06,4.17,$41600,0.1,5.15,$6000,0.86,4.17,$3400,1.23,5.15,$3000,1.72,5.15,$1700,3.03,4.17,$2100,1.99,4.17,$10,417.0,,,,
164,Owen Daniels ,CHI,#25,161,26.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,21.01,0.18,5.15,4.15,$5000,0.83,5.17,$2700,1.91,4.15,$53800,0.08,5.15,$6700,0.77,4.15,$4000,1.04,5.17,$3000,1.72,5.19,$3100,1.67,4.17,$2700,1.54,4.15,$11,377.27,,,,
165,Justin Hardy ,IND,#20,162,65.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,21.56,0.07,5.05,3.77,$4500,0.84,5.09,$3000,1.7,3.77,$33700,0.11,5.05,$6000,0.84,3.77,$3500,1.08,5.09,$3000,1.7,5.13,$2000,2.57,3.81,$3600,1.06,3.77,$10,377.0,,,,
166,Fred Jackson ,SF,#29,163,45.0,0.0,0.0,0.0,2.46,11.34,0.19,1.37,11.75,0.03,5.04,4.35,$5400,0.81,5.05,$3000,1.68,4.35,$38100,0.11,5.04,$6000,0.84,4.35,$3900,1.12,5.05,$3000,1.68,5.06,$2000,2.53,4.36,$2100,2.08,4.35,$10,435.0,,,,
167,Dexter McCluster ,JAC,#23,164,46.0,0.0,0.0,0.0,5.22,18.87,0.06,1.68,11.62,0.02,5.03,4.19,$5200,0.81,5.12,$3300,1.55,4.19,$44600,0.09,5.03,$6000,0.84,4.19,$3950,1.06,5.12,$3300,1.55,5.21,$2700,1.93,4.28,$2700,1.59,4.19,$14,299.29,,,,
168,Chris Hogan ,NE,#14,165,66.0,0.37,0.01,0.0,0.0,0.0,0.0,1.85,23.28,0.13,5.01,4.09,$4900,0.83,5.02,$3200,1.57,4.09,$53900,0.08,5.01,$6000,0.84,4.09,$3900,1.05,5.02,$3100,1.62,5.04,$2000,2.52,4.1,$3600,1.14,4.09,$13,314.62,,,,
169,Brian Quick ,BAL,#17,166,67.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,22.53,0.12,4.93,3.95,$4700,0.84,4.95,$3000,1.65,3.95,$34200,0.12,4.93,$6000,0.82,3.95,$3800,1.04,4.95,$3000,1.65,4.97,$2000,2.49,3.97,$2600,1.53,3.95,$10,395.0,,,,
170,Cole Beasley ,MIA,#26,167,68.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,21.4,0.1,4.88,3.78,$5400,0.7,4.91,$3300,1.49,3.78,$58900,0.06,4.88,$6700,0.73,3.78,$4300,0.88,4.91,$3100,1.58,4.94,$2400,2.06,3.81,$3600,1.06,3.78,$12,315.0,,,,
171,Anthony Fasano ,JAC,#23,168,27.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,18.9,0.23,4.81,4.04,$4500,0.9,4.81,$2500,1.92,4.04,$41800,0.1,4.81,$6000,0.8,4.04,$3600,1.12,4.81,$3000,1.6,4.81,$2000,2.41,4.04,$2000,2.02,4.04,$10,404.0,,,,
172,Devin Street ,MIA,#26,169,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,25.26,0.19,4.78,4.22,$4900,0.86,4.78,$3000,1.59,4.22,$30000,0.14,4.78,$6000,0.8,4.22,$3800,1.11,4.78,$3000,1.59,4.78,$2000,2.39,4.22,$2500,1.69,4.22,$10,422.0,,,,
173,Alfred Blue ,NYJ,#4,170,47.0,0.0,0.0,0.0,6.87,22.57,0.04,1.25,9.65,0.02,4.71,4.09,$5700,0.72,4.77,$3800,1.26,4.09,$69900,0.06,4.71,$7400,0.64,4.09,$4100,1.0,4.77,$3300,1.45,4.83,$4000,1.21,4.15,$4000,1.04,4.09,$13,314.62,,,,
174,Jaron Brown ,CIN,#11,171,70.0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,26.16,0.0,4.7,3.66,$4500,0.81,4.7,$3000,1.57,3.66,$30000,0.12,4.7,$6000,0.78,3.66,$4100,0.89,4.7,$3000,1.57,4.7,$2000,2.35,3.66,$2500,1.46,3.66,$10,366.0,,,,
175,Taiwan Jones ,DET,#27,172,48.0,0.0,0.0,0.0,3.31,18.48,0.12,0.83,8.07,0.08,4.69,4.27,$5000,0.85,4.69,$3000,1.56,4.27,$35000,0.12,4.69,$7100,0.66,4.27,$3900,1.09,4.69,$3000,1.56,4.69,$2000,2.35,4.27,$2600,1.64,4.27,$10,427.0,,,,
176,Alfred Morris ,CAR,#7,172,48.0,0.0,0.0,0.0,7.03,23.54,0.1,1.09,7.04,0.0,4.69,4.14,$5400,0.77,4.72,$3900,1.21,4.14,$44200,0.09,4.69,$7100,0.66,4.14,$4450,0.93,4.72,$3100,1.52,4.75,$4900,0.97,4.17,$4000,1.04,4.14,$11,376.36,,,,
177,Brandon Bolden ,BUF,#10,173,49.0,0.0,0.0,0.0,0.96,2.52,0.0,1.86,15.27,0.15,4.48,3.55,$5900,0.6,4.51,$3000,1.5,3.55,$35000,0.1,4.48,$6000,0.75,3.55,$4000,0.89,4.51,$3000,1.5,4.54,$2400,1.89,3.58,$3500,1.02,3.55,$12,295.83,,,,
178,Brandon Tate ,ARI,#6,174,71.0,0.24,0.0,0.0,0.0,0.0,0.0,1.51,19.9,0.16,4.47,3.71,$4700,0.79,4.47,$3000,1.49,3.71,$30000,0.12,4.47,$6000,0.75,3.72,$3550,1.05,4.47,$3000,1.49,4.47,$2000,2.24,3.71,$2500,1.48,3.71,$10,371.0,,,,
179,Michael Floyd ,CIN,#11,175,72.0,0.0,0.0,0.01,0.0,0.0,0.0,1.35,21.44,0.15,4.37,3.71,$6400,0.58,4.38,$3800,1.15,3.7,$79200,0.05,4.38,$11050,0.4,3.7,$4900,0.76,4.38,$4300,1.02,4.38,$6600,0.66,3.71,$4400,0.84,3.71,$22,168.64,,,,
180,Bennie Fowler ,CHI,#25,176,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,18.49,0.13,4.29,3.47,$4800,0.72,4.29,$3000,1.43,3.47,$30000,0.12,4.29,$6000,0.72,3.47,$3900,0.89,4.29,$3000,1.43,4.29,$2000,2.15,3.47,$3600,0.96,3.47,$10,347.0,,,,
181,Ed Dickson ,WSH,#15,177,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,16.44,0.13,4.22,3.31,$4800,0.69,4.24,$2500,1.7,3.31,$30000,0.11,4.22,$6000,0.7,3.31,$3000,1.1,4.24,$3000,1.41,4.26,$1700,2.51,3.33,$2100,1.59,3.31,$10,331.0,,,,
182,Javorius Allen ,STL,#2,178,50.0,0.0,0.0,0.0,3.28,15.19,0.04,1.38,9.19,0.03,4.18,3.49,$4900,0.71,4.18,$3300,1.27,3.43,$35000,0.1,4.18,$6000,0.7,3.49,$3900,0.89,4.24,$3000,1.41,4.3,$2000,2.15,3.55,$3000,1.18,3.49,$10,349.0,,,,
183,Chris Polk ,NYJ,#4,179,51.0,0.0,0.0,0.0,4.95,15.7,0.07,1.32,9.09,0.0,4.1,3.44,$5200,0.66,4.16,$3200,1.3,3.44,$40400,0.09,4.1,$7100,0.58,3.44,$4200,0.82,4.16,$3000,1.39,4.22,$2500,1.69,3.5,$3100,1.13,3.44,$10,344.0,,,,
184,Jermaine Gresham ,CIN,#11,180,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,17.82,0.14,4.07,3.34,$4500,0.74,4.08,$2500,1.63,3.34,$31000,0.11,4.07,$6000,0.68,3.34,$3800,0.88,4.08,$3000,1.36,4.09,$1700,2.41,3.35,$2100,1.6,3.34,$10,334.0,,,,
185,Josh Huff ,TB,#18,181,74.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,17.64,0.08,4.05,3.14,$4900,0.64,4.06,$3000,1.35,3.14,$38300,0.08,4.05,$6000,0.68,3.14,$3900,0.81,4.06,$3000,1.35,4.07,$2500,1.63,3.15,$2600,1.21,3.14,$10,314.0,,,,
186,Brandon Myers ,PHI,#5,182,30.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,13.99,0.13,3.96,3.07,$4600,0.67,3.96,$2500,1.58,3.07,$30000,0.1,3.96,$6000,0.66,3.07,$3500,0.88,3.96,$3000,1.32,3.96,$1700,2.33,3.07,$2000,1.54,3.07,$10,307.0,,,,
187,Bilal Powell ,HOU,#13,183,52.0,0.0,0.0,0.0,3.19,14.2,0.06,1.16,7.86,0.05,3.95,3.37,$4900,0.69,3.99,$3000,1.33,3.37,$39300,0.09,3.95,$6400,0.62,3.37,$3700,0.91,3.99,$3200,1.25,4.03,$2600,1.55,3.41,$2200,1.55,3.37,$11,306.36,,,,
188,Ladarius Green ,KC,#9,184,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37,18.08,0.13,3.94,3.25,$5200,0.63,3.95,$3000,1.32,3.25,$71700,0.05,3.94,$8900,0.44,3.25,$3950,0.82,3.95,$3100,1.27,3.96,$2900,1.37,3.26,$2600,1.25,3.25,$13,250.0,,,,
189,Jeremy Kerley ,HOU,#13,185,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,17.82,0.09,3.88,3.1,$4800,0.65,3.88,$3000,1.29,3.1,$36800,0.08,3.88,$6000,0.65,3.1,$3700,0.84,3.88,$3000,1.29,3.88,$2000,1.94,3.1,$3000,1.03,3.1,$10,310.0,,,,
190,Riley Cooper ,TB,#18,186,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,18.51,0.14,3.86,3.29,$5100,0.65,3.86,$3000,1.29,3.29,$38100,0.09,3.86,$6200,0.62,3.29,$3800,0.87,3.86,$3000,1.29,3.86,$2000,1.93,3.29,$3000,1.1,3.29,$13,253.08,,,,
191,Donteea Dye ,PHI,#5,187,77.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62,17.4,0.08,3.8,2.99,$4500,0.66,3.82,$3000,1.27,2.99,$30000,0.1,3.8,$6000,0.63,2.99,$3000,1.0,3.82,$3000,1.27,3.84,$2000,1.92,3.01,$3000,1.0,2.99,$10,299.0,,,,
192,Miles Austin ,TB,#18,188,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,20.55,0.07,3.74,3.11,$5000,0.62,3.74,$3000,1.25,3.11,$38000,0.08,3.74,$6000,0.62,3.11,$3800,0.82,3.74,$3000,1.25,3.74,$2000,1.87,3.11,$3000,1.04,3.11,$10,311.0,,,,
193,Jonathan Grimes ,NYJ,#4,189,53.0,0.0,0.0,0.0,3.27,11.61,0.0,1.32,8.34,0.06,3.62,2.96,$5300,0.56,3.65,$3000,1.22,2.96,$35000,0.08,3.62,$6000,0.6,2.96,$3500,0.85,3.65,$3000,1.22,3.68,$2000,1.84,2.99,$3000,1.0,2.96,$10,296.0,,,,
194,Mike Tolbert ,WSH,#15,190,54.0,0.0,0.0,0.0,2.22,9.17,0.05,0.94,9.57,0.09,3.61,3.14,$4900,0.64,3.65,$3000,1.22,3.14,$40500,0.08,3.61,$6000,0.6,3.14,$3200,0.98,3.65,$3000,1.22,3.69,$2000,1.85,3.18,$2100,1.51,3.14,$10,314.0,,,,
195,Derek Carrier ,CAR,#7,191,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,11.24,0.19,3.57,2.95,$4900,0.6,3.51,$2500,1.4,2.89,$30000,0.1,3.57,$6000,0.6,2.95,$3000,0.98,3.57,$3000,1.19,3.57,$1700,2.1,2.95,$2000,1.48,2.95,$10,295.0,,,,
196,Kenny Stills ,DAL,#22,192,79.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,19.79,0.06,3.53,2.94,$4800,0.61,3.53,$3000,1.18,2.94,$56100,0.05,3.53,$6000,0.59,2.94,$4000,0.74,3.53,$3100,1.14,3.53,$2000,1.77,2.94,$3600,0.82,2.94,$11,267.27,,,,
197,Troy Niklas ,CIN,#11,193,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,8.09,0.32,3.52,3.13,$4500,0.7,3.52,$2500,1.41,3.13,$30000,0.1,3.52,$6000,0.59,3.13,$3000,1.04,3.52,$3000,1.17,3.52,$1700,2.07,3.13,$2400,1.3,3.13,$10,313.0,,,,
198,Chris Conley ,SD,#28,194,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,17.56,0.06,3.51,2.81,$5200,0.54,3.51,$3000,1.17,2.81,$37500,0.07,3.51,$6000,0.59,2.81,$3500,0.8,3.51,$3000,1.17,3.51,$2000,1.76,2.81,$2600,1.08,2.81,$10,281.0,,,,
199,Javontee Herndon ,KC,#9,195,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,16.09,0.1,3.47,2.85,$0,0.0,3.47,$3000,1.16,2.85,$30000,0.1,3.47,$6000,0.58,2.85,$3000,0.95,3.47,$3000,1.16,3.47,$2200,1.58,2.85,$2600,1.1,2.85,$10,285.0,,,,
200,Jason Avant ,SD,#28,196,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,15.63,0.07,3.41,2.7,$4500,0.6,3.41,$3000,1.14,2.7,$30000,0.09,3.41,$6000,0.57,2.7,$3700,0.73,3.41,$3000,1.14,3.41,$2000,1.71,2.7,$2000,1.35,2.7,$10,270.0,,,,
201,Maxx Williams ,STL,#2,197,34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,14.2,0.08,3.39,2.63,$4700,0.56,3.42,$2500,1.37,2.63,$36100,0.07,3.39,$6000,0.57,2.63,$3900,0.67,3.42,$3000,1.14,3.45,$2300,1.5,2.66,$2000,1.33,2.63,$10,263.0,,,,
202,Charles Johnson ,GB,#21,198,83.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46,16.88,0.04,3.37,2.64,$4900,0.54,3.38,$3000,1.13,2.64,$30000,0.09,3.37,$6000,0.56,2.64,$3500,0.75,3.38,$3000,1.13,3.39,$2000,1.7,2.65,$3000,0.88,2.64,$10,264.0,,,,
203,Stevan Ridley ,HOU,#13,199,55.0,5.36,0.08,0.0,3.32,10.88,0.0,1.2,6.88,0.0,3.27,2.67,$5000,0.53,3.39,$3000,1.13,2.67,$41100,0.06,3.27,$6000,0.55,2.72,$3550,0.77,3.39,$3000,1.13,3.56,$2100,1.7,2.79,$2100,1.33,2.67,$10,267.0,,,,
204,Ryan Grant ,CAR,#7,200,84.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,15.58,0.07,3.25,2.6,$4600,0.57,3.26,$3000,1.09,2.6,$32900,0.08,3.25,$6000,0.54,2.6,$3700,0.7,3.26,$3000,1.09,3.27,$2000,1.64,2.61,$2500,1.04,2.6,$10,260.0,,,,
205,Luke Willson ,SF,#29,201,35.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,13.67,0.12,3.25,2.68,$4500,0.6,3.25,$2500,1.3,2.68,$44900,0.06,3.25,$6000,0.54,2.68,$3300,0.81,3.25,$3000,1.08,3.25,$1700,1.91,2.68,$2400,1.12,2.68,$10,268.0,,,,
206,Brent Celek ,TB,#18,202,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,9.29,0.25,3.19,2.82,$5300,0.53,3.19,$2900,1.1,2.82,$48300,0.06,3.19,$6850,0.47,2.82,$3600,0.78,3.19,$3000,1.06,3.19,$3000,1.06,2.82,$2200,1.28,2.82,$10,282.0,,,,
207,Lance Kendricks ,BAL,#17,203,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,12.96,0.1,3.18,2.51,$4600,0.55,3.22,$2500,1.29,2.51,$30000,0.08,3.18,$6000,0.53,2.51,$3000,0.84,3.22,$3000,1.07,3.26,$1700,1.92,2.55,$2000,1.28,2.51,$10,251.0,,,,
208,Keith Mumphery ,NYJ,#4,204,85.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,15.14,0.03,3.18,2.41,$4800,0.5,3.21,$3000,1.07,2.41,$30000,0.08,3.18,$6000,0.53,2.41,$3500,0.69,3.21,$3000,1.07,3.24,$2000,1.62,2.44,$2500,0.98,2.41,$10,241.0,,,,
209,Quinton Patton ,SEA,#3,205,86.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,14.74,0.07,3.17,2.53,$4500,0.56,3.17,$3200,0.99,2.53,$38500,0.07,3.17,$6000,0.53,2.53,$3500,0.72,3.17,$3000,1.06,3.17,$2000,1.59,2.53,$3000,0.84,2.53,$10,253.0,,,,
210,Dion Sims ,DAL,#22,206,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,12.64,0.1,3.17,2.51,$4600,0.55,3.18,$2500,1.27,2.51,$30000,0.08,3.17,$6000,0.53,2.51,$3000,0.84,3.18,$3000,1.06,3.19,$1700,1.88,2.52,$2200,1.15,2.51,$10,251.0,,,,
211,Adam Humphries ,PHI,#5,207,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,15.76,0.0,3.16,2.37,$5000,0.47,3.16,$3000,1.05,2.37,$30000,0.08,3.16,$6000,0.53,2.37,$3000,0.79,3.16,$3000,1.05,3.16,$0,0.0,2.37,$3000,0.79,2.37,$10,237.0,,,,
212,Dwayne Allen ,ATL,#19,208,39.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,12.58,0.08,3.08,2.41,$4800,0.5,3.08,$2500,1.23,2.41,$30000,0.08,3.08,$6000,0.51,2.41,$3900,0.62,3.08,$3000,1.03,3.08,$2500,1.23,2.41,$2100,1.15,2.41,$10,241.0,,,,
213,Jarius Wright ,GB,#21,209,88.0,0.0,0.0,0.0,0.04,0.08,0.0,1.27,18.78,0.0,3.08,2.44,$4900,0.5,3.12,$3000,1.04,2.44,$30000,0.08,3.08,$6000,0.51,2.44,$3900,0.63,3.12,$3000,1.04,3.16,$2000,1.58,2.48,$2600,0.95,2.44,$10,244.0,,,,
214,Griff Whalen ,ATL,#19,210,89.0,0.87,0.02,0.0,0.0,0.0,0.0,1.08,17.44,0.02,3.06,2.52,$4500,0.56,3.06,$3200,0.96,2.52,$36300,0.07,3.06,$6000,0.51,2.53,$3500,0.72,3.06,$3000,1.02,3.07,$2000,1.54,2.52,$3600,0.7,2.52,$10,252.0,,,,
215,DeVante Parker ,DAL,#22,211,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,14.12,0.07,3.01,2.44,$4500,0.54,3.01,$3000,1.0,2.44,$30000,0.08,3.01,$6000,0.5,2.44,$3800,0.64,3.01,$3000,1.0,3.01,$2000,1.51,2.44,$3500,0.7,2.44,$10,244.0,,,,
216,Nick Williams ,IND,#20,212,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,15.66,0.03,2.88,2.32,$4500,0.52,2.88,$3000,0.96,2.32,$30000,0.08,2.88,$6000,0.48,2.32,$3000,0.77,2.88,$3000,0.96,2.88,$2000,1.44,2.32,$2500,0.93,2.32,$10,232.0,,,,
217,Chris Gragg ,NE,#14,213,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,12.48,0.07,2.78,2.21,$4500,0.49,2.79,$2500,1.12,2.21,$30000,0.07,2.78,$6000,0.46,2.21,$3500,0.63,2.79,$3000,0.93,2.8,$1700,1.65,2.22,$2300,0.97,2.21,$10,221.0,,,,
218,Andre Caldwell ,CHI,#25,214,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,14.4,0.01,2.75,2.11,$4500,0.47,2.78,$3000,0.93,2.11,$30000,0.07,2.75,$6000,0.46,2.11,$3500,0.6,2.78,$3000,0.93,2.81,$2000,1.41,2.14,$3500,0.61,2.11,$10,211.0,,,,
219,Andre Holmes ,DET,#27,214,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,14.33,0.1,2.75,2.39,$5100,0.47,2.75,$3000,0.92,2.39,$54600,0.04,2.75,$6000,0.46,2.39,$4200,0.57,2.75,$3000,0.92,2.75,$2700,1.02,2.39,$3000,0.8,2.39,$10,239.0,,,,
220,Scott Chandler ,BUF,#10,215,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,13.18,0.06,2.69,2.18,$4600,0.47,2.69,$2500,1.08,2.18,$52100,0.04,2.69,$6000,0.45,2.18,$3300,0.66,2.69,$3000,0.9,2.69,$2200,1.22,2.18,$2100,1.04,2.18,$10,218.0,,,,
221,Spencer Ware ,SD,#28,216,56.0,0.0,0.0,0.0,3.53,13.19,0.14,0.41,1.1,0.0,2.68,2.47,$4700,0.53,2.68,$3000,0.89,2.47,$35000,0.07,2.68,$6000,0.45,2.47,$3000,0.82,2.68,$3000,0.89,2.68,$2000,1.34,2.47,$2100,1.18,2.47,$10,247.0,,,,
222,Clive Walford ,DET,#27,217,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,8.64,0.15,2.65,2.21,$4800,0.46,2.65,$2500,1.06,2.21,$43800,0.05,2.65,$6000,0.44,2.21,$3700,0.6,2.65,$3000,0.88,2.65,$2500,1.06,2.21,$2200,1.0,2.21,$10,221.0,,,,
223,Rhett Ellison ,GB,#21,218,43.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,8.94,0.12,2.59,2.08,$4500,0.46,2.61,$2500,1.04,2.08,$30000,0.07,2.59,$6000,0.43,2.08,$3000,0.69,2.61,$3000,0.87,2.63,$1700,1.55,2.1,$2300,0.91,2.08,$10,208.0,,,,
224,Tre Mason ,BAL,#17,219,57.0,0.0,0.0,0.0,2.28,8.07,0.03,0.94,5.43,0.0,2.43,1.96,$5000,0.39,2.45,$3000,0.82,1.96,$35000,0.06,2.43,$6000,0.41,1.96,$3900,0.5,2.45,$3000,0.82,2.47,$2000,1.24,1.98,$2100,0.94,1.96,$10,196.0,,,,
225,Jeff Cumberland ,HOU,#13,220,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,9.56,0.09,2.35,1.92,$4500,0.43,2.35,$2500,0.94,1.92,$30000,0.06,2.35,$6000,0.39,1.92,$3300,0.58,2.35,$3000,0.78,2.35,$1700,1.38,1.92,$2000,0.96,1.92,$10,192.0,,,,
226,Marcel Reece ,DET,#27,221,58.0,0.0,0.0,0.0,0.96,4.8,0.06,0.62,5.83,0.05,2.34,2.03,$5000,0.41,2.34,$3400,0.69,2.03,$44400,0.05,2.34,$6000,0.39,2.03,$3300,0.62,2.34,$3000,0.78,2.34,$2000,1.17,2.03,$3100,0.65,2.03,$11,184.55,,,,
227,Jaelen Strong ,NYJ,#4,222,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,12.39,0.08,2.3,2.01,$5000,0.4,2.3,$3000,0.77,2.01,$50500,0.04,2.3,$6000,0.38,2.01,$3500,0.57,2.3,$3000,0.77,2.3,$2000,1.15,2.01,$2100,0.96,2.01,$10,201.0,,,,
228,Craig Stevens ,JAC,#23,223,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,9.15,0.04,2.25,1.7,$4500,0.38,2.25,$2500,0.9,1.7,$30000,0.06,2.25,$6000,0.38,1.7,$3000,0.57,2.25,$3000,0.75,2.25,$1700,1.32,1.7,$2200,0.77,1.7,$10,170.0,,,,
229,Thomas Rawls ,SF,#29,224,59.0,0.0,0.0,0.0,2.53,12.44,0.1,0.25,1.76,0.0,2.19,2.07,$5600,0.37,2.23,$3800,0.59,2.07,$50000,0.04,2.19,$7100,0.31,2.07,$4000,0.52,2.23,$3000,0.74,2.27,$2000,1.14,2.11,$3500,0.6,2.07,$10,207.0,,,,
230,David Johnson ,CIN,#11,225,60.0,-0.01,0.0,0.0,0.84,4.22,0.03,0.63,6.12,0.06,2.18,1.87,$4800,0.39,2.19,$3400,0.64,1.87,$51600,0.04,2.18,$6300,0.35,1.87,$4000,0.47,2.19,$3000,0.73,2.2,$2000,1.1,1.88,$2600,0.72,1.87,$13,143.85,,,,
231,Levine Toilolo ,IND,#20,226,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,8.58,0.05,2.15,1.64,$4500,0.36,2.16,$2500,0.86,1.64,$30000,0.05,2.15,$6000,0.36,1.64,$3000,0.55,2.16,$3000,0.72,2.17,$1700,1.28,1.65,$2100,0.79,1.64,$10,164.0,,,,
232,Tony Moeaki ,IND,#20,227,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,8.26,0.06,2.07,1.63,$0,0.0,2.07,$2500,0.83,1.63,$34200,0.05,2.07,$6000,0.35,1.63,$3000,0.54,2.07,$3000,0.69,2.07,$1700,1.22,1.63,$0,0.0,1.63,$10,163.0,,,,
233,Bryce Brown ,SF,#29,228,61.0,0.0,0.0,0.0,1.54,7.09,0.05,0.53,4.46,0.01,2.07,1.8,$5000,0.36,2.07,$3000,0.69,1.8,$35000,0.05,2.07,$6000,0.35,1.8,$3000,0.6,2.07,$3000,0.69,2.07,$2000,1.04,1.8,$0,0.0,1.8,$10,180.0,,,,
234,Vance McDonald ,SEA,#3,229,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,6.53,0.06,2.0,1.51,$4600,0.33,2,$2500,0.8,1.51,$30000,0.05,2,$6000,0.33,1.51,$3000,0.5,2,$3000,0.67,2,$1700,1.18,1.51,$2400,0.63,1.51,$10,151.0,,,,
235,De'Anthony Thomas ,SD,#28,230,62.0,0.0,0.0,0.0,1.25,5.89,0.04,0.61,4.35,0.02,1.99,1.69,$4500,0.38,2,$3000,0.67,1.69,$38500,0.04,1.99,$6000,0.33,1.69,$4000,0.42,2,$3000,0.67,2.01,$2000,1.01,1.7,$3000,0.57,1.69,$10,169.0,,,,
