player,opp,status,comp/att,pass_yards,pass_tds,int,rush_att,rush_yards,rush_tds,rec,rec_yards,rec_tds,fan_pts,punt_td,kick_td,fl,2-pt

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Joe Webb, CarQB",Ind,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Kyle Williams*, DenWRIR",GB,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Seyi Ajirotutu, PhiWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Richie Brockel*, CarTEIR",Ind,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Victor Cruz*, NYGWRO",@NO,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"David Nelson*, PitWRIR",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Bryan Walters, JaxWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"James Develin*, NERBIR",Mia,W 36-7,0/0,0,0,0,0,0,0,0,0,0,0
"Andrew Hawkins*, CleWRO",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"DeMarco Murray, PhiRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Rob Housler*, CleTEO",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Leonard Hankerson*, AtlWRO",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Greg Little, CinWR",@Pit,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Ricky Stanzi, NYGQB",@NO,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0

"PLAYER, TEAM POS",OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS
"Bilal Powell*, NYJRBO",@Oak,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Charles Clay, BufTE",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Denarius Moore, BufWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Niles Paul*, WshTEIR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Tyrod Taylor, BufQBQ",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Jordan Todman, PitRB",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Jacquizz Rodgers*, ChiRBIR",Min,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Julius Thomas, JaxTEQ",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Richard Gordon, DenTE",GB,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Armon Binns, KCWR",Det,Sun 9:30 AM,0/0,0,0,0,0,0,0,0,0,0,0
"Robert Hughes, AriRB",@Cle,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Chris Hogan, BufWR",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Allen Reisner*, BalTEIR",SD,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Konrad Reuland, BalTE",SD,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Will Johnson, PitRB",Cin,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Robert Griffin, WshQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Kirk Cousins, WshQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Kellen Moore, DalQB",Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Bernard Pierce, JaxRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Justin Blackmon, JaxWRSSPD",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Stephen Hill*, CarWRIR",Ind,Mon 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Keshawn Martin*, NEWRO",Mia,W 36-7,0/0,0,0,0,0,0,0,0,0,0,0
"T.J. Graham, NOWR",NYG,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Nick Toon, NOWRQ",NYG,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Devon Wylie, OakWR",NYJ,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Rhett Ellison*, MinTEO",@Chi,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Alfred Morris, WshRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Daniel Herron, BufRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Bryce Brown, SeaRB",@Dal,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Daryl Richardson, NYJRB",@Oak,Sun 4:05,0/0,0,0,0,0,0,0,0,0,0,0
"Collin Mooney*, AtlRBIR",TB,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Austin Davis, CleQB",Ari,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Nathan Palmer, DenWR",GB,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
"Brian Tyms*, NEWRIR",Mia,W 36-7,0/0,0,0,0,0,0,0,0,0,0,0
"Phillip Supernaw, TenTE",@Hou,Sun 1:00,0/0,0,0,0,0,0,0,0,0,0,0
"Joe Banyard, JaxRB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"G.J. Kinne, PhiQB",** BYE **,0/0,0,0,0,0,0,0,0,0,0,--
"Derrick Coleman, SeaRBP",@Dal,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Lance Dunbar*, DalRBIR",Sea,Sun 4:25,0/0,0,0,0,0,0,0,0,0,0,0
"Dominique Jones, DenTE",GB,Sun 8:30,0/0,0,0,0,0,0,0,0,0,0,0
